,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000136383.7,638.2893314,-1.701432626,0.088695048,-19.1829495,5.14E-82,5.08E-80
ENSG00000136449.15,60.42292683,-2.128322647,0.11943932,-17.81927972,5.01E-71,3.31E-69
ENSG00000136457.10,53.35828108,-3.309971427,0.161866953,-20.44871653,6.17E-93,8.99E-91
ENSG00000136492.9,159.512735,-1.10909346,0.162294523,-6.83383173,8.27E-12,2.98E-11
ENSG00000136542.9,63.35213379,-4.016195595,0.264316886,-15.19462362,3.84E-52,1.20E-50
ENSG00000136546.16,398.8945706,-1.316427963,0.236838105,-5.55834528,2.72E-08,7.46E-08
ENSG00000136574.18,15.67820233,-4.112719467,0.329772517,-12.47138332,1.07E-35,1.59E-34
ENSG00000136918.8,89.28169985,-3.399570407,0.237163548,-14.33428716,1.34E-46,3.31E-45
ENSG00000137078.9,11.87257965,-1.889628393,0.191428126,-9.871216071,5.55E-23,4.16E-22
ENSG00000137090.12,2.48918372,-2.489748875,0.206438713,-12.06047471,1.71E-33,2.27E-32
ENSG00000137198.10,1197.204867,-1.575098486,0.152698107,-10.31511466,6.02E-25,5.02E-24
ENSG00000137270.11,2.252273448,-1.255887373,0.199723871,-6.288118518,3.21E-10,1.02E-09
ENSG00000137392.10,0.866429874,-1.000813229,0.322496778,-3.10332784,0.001913575,0.003291567
ENSG00000137463.5,42.13733171,-2.038422405,0.099792123,-20.42668642,9.69E-93,1.37E-90
ENSG00000137473.18,34.16267659,-2.311254656,0.149908512,-15.41776802,1.24E-53,4.17E-52
ENSG00000137573.14,2782.496669,-1.278138843,0.191628509,-6.669878361,2.56E-11,8.89E-11
ENSG00000137691.13,157.1574729,-1.286612027,0.15442607,-8.331572662,7.98E-17,4.11E-16
ENSG00000137699.17,36.6508145,-1.844939151,0.204693694,-9.013170447,2.00E-19,1.21E-18
ENSG00000137707.13,2.522756951,-1.043865421,0.174622442,-5.977842318,2.26E-09,6.75E-09
ENSG00000137752.24,522.9888725,-1.112299106,0.121874911,-9.126563468,7.07E-20,4.43E-19
ENSG00000137767.14,258.954774,-1.219017247,0.107256542,-11.36543488,6.22E-30,6.93E-29
ENSG00000137801.11,691.3185603,-1.143193251,0.179713201,-6.361209114,2.00E-10,6.49E-10
ENSG00000137807.16,248.7522422,-1.52164344,0.16494654,-9.225070398,2.83E-20,1.82E-19
NA.19,NA,NA,NA,NA,NA,NA
ENSG00000137868.19,120.7328239,-1.864323363,0.14892881,-12.51821838,5.94E-36,8.94E-35
ENSG00000137877.10,164.3344632,-1.412003972,0.126962227,-11.12144931,9.87E-29,1.03E-27
ENSG00000137878.17,23.60550886,-1.390580519,0.164166443,-8.470552749,2.44E-17,1.30E-16
ENSG00000137965.11,1124.988363,-1.226675273,0.112744127,-10.88016999,1.43E-27,1.41E-26
ENSG00000138080.14,1772.342894,-1.37564498,0.099446504,-13.83301502,1.61E-43,3.51E-42
ENSG00000138083.5,24.62866403,-3.72083379,0.230593933,-16.13587028,1.43E-58,6.07E-57
ENSG00000138115.14,23.90829482,-1.531790538,0.183339082,-8.354959143,6.55E-17,3.39E-16
ENSG00000138119.17,1473.965952,-1.155313749,0.12146006,-9.511881905,1.87E-21,1.29E-20
ENSG00000138131.4,62.68918792,-2.551068826,0.143064992,-17.83153783,4.02E-71,2.68E-69
ENSG00000138136.6,4.888688048,-2.918649901,0.435353479,-6.704092295,2.03E-11,7.08E-11
ENSG00000138166.6,445.9107981,-1.295616067,0.166630712,-7.775373743,7.52E-15,3.38E-14
ENSG00000138180.16,143.009161,-1.149900967,0.172544655,-6.664367361,2.66E-11,9.22E-11
ENSG00000138316.11,246.3943888,-1.70009611,0.16951344,-10.02927032,1.13E-23,8.87E-23
ENSG00000138356.14,78.3374896,-2.565683304,0.143246387,-17.91098087,9.68E-72,6.72E-70
ENSG00000138435.16,129.4987577,-3.980581749,0.209965906,-18.95822906,3.78E-80,3.44E-78
ENSG00000138472.11,1.98712768,-1.012814626,0.355262428,-2.850891471,0.004359685,0.007169621
ENSG00000138646.9,707.830888,-1.399304271,0.123775146,-11.30521201,1.24E-29,1.35E-28
ENSG00000138678.11,42.09383342,-1.508107668,0.158897907,-9.491048006,2.29E-21,1.57E-20
ENSG00000138722.10,199.689744,-1.269752979,0.153802523,-8.255735701,1.51E-16,7.63E-16
ENSG00000138755.6,115.5114543,-2.023896421,0.238914646,-8.47121119,2.43E-17,1.29E-16
ENSG00000138771.16,466.8626712,-2.782806152,0.136214078,-20.42965157,9.12E-93,1.30E-90
ENSG00000138778.13,253.0676477,-1.625879691,0.154179144,-10.54539316,5.33E-26,4.76E-25
ENSG00000138792.10,252.8662736,-1.232335938,0.14082503,-8.750830309,2.12E-18,1.20E-17
ENSG00000138794.10,244.3998995,-1.159183681,0.071282513,-16.26182405,1.84E-59,8.14E-58
ENSG00000138795.10,742.1288853,-1.062864833,0.07973165,-13.33052599,1.54E-40,2.95E-39
ENSG00000138823.13,251.7825029,-1.984513163,0.127236866,-15.59699812,7.63E-55,2.70E-53
ENSG00000138835.22,1110.185529,-1.139485235,0.077554595,-14.69268492,7.18E-49,1.97E-47
ENSG00000139055.7,31.3590912,-1.577460383,0.157512441,-10.01483042,1.31E-23,1.02E-22
ENSG00000139117.14,303.6055515,-1.60441409,0.135861264,-11.80920919,3.50E-32,4.34E-31
ENSG00000139178.11,680.1856765,-1.671712048,0.125761755,-13.2926902,2.55E-40,4.84E-39
ENSG00000139211.7,296.0172021,-2.16640297,0.146283102,-14.80965979,1.27E-49,3.57E-48
ENSG00000139266.6,1930.273926,-1.15182862,0.107409966,-10.72366615,7.88E-27,7.42E-26
ENSG00000139304.16,9.580039419,-2.642208685,0.202897345,-13.02239163,9.13E-39,1.58E-37
ENSG00000139318.8,1925.537684,-1.479290216,0.108569562,-13.62527568,2.83E-42,5.86E-41
ENSG00000139329.5,302.0725456,-2.441055588,0.16986498,-14.37056412,7.92E-47,1.98E-45
ENSG00000139330.6,1.123184815,-1.814650663,0.351026369,-5.169556542,2.35E-07,5.95E-07
ENSG00000139354.11,210.6194063,-1.914214913,0.145477265,-13.15817227,1.53E-39,2.78E-38
ENSG00000139515.6,4.490575288,-1.112686142,0.439720138,-2.530441628,0.011391904,0.017726654
ENSG00000139537.11,201.6703878,-1.398832485,0.089367789,-15.65253545,3.19E-55,1.15E-53
ENSG00000139549.4,23.93756003,-2.061753737,0.141071818,-14.61492284,2.26E-48,6.04E-47
NA.20,NA,NA,NA,NA,NA,NA
ENSG00000139618.16,184.770645,-1.035965118,0.125373358,-8.263040364,1.42E-16,7.18E-16
ENSG00000139648.7,1.163785963,-1.291138596,0.22685507,-5.691468987,1.26E-08,3.55E-08
ENSG00000139714.12,174.767671,-2.230280551,0.136619793,-16.32472496,6.58E-60,2.99E-58
ENSG00000139734.19,192.6788211,-1.172982442,0.100944917,-11.62002478,3.26E-31,3.87E-30
ENSG00000139800.8,233.063027,-1.411729049,0.123949507,-11.38954952,4.71E-30,5.28E-29
ENSG00000139899.11,70.41564012,-1.822324809,0.126128018,-14.44821568,2.57E-47,6.61E-46
ENSG00000139988.10,25.89223355,-1.146449759,0.106840714,-10.73045764,7.32E-27,6.92E-26
ENSG00000140009.18,36.3286638,-1.266749506,0.117437016,-10.78662889,3.98E-27,3.84E-26
ENSG00000140030.6,159.7993834,-1.020552784,0.171707191,-5.943564621,2.79E-09,8.26E-09
ENSG00000140057.9,52.96064792,-2.523969138,0.168271283,-14.99940513,7.41E-51,2.21E-49
ENSG00000140067.6,439.5379032,-2.012861864,0.182978126,-11.00056005,3.80E-28,3.85E-27
ENSG00000140092.14,1136.880345,-1.586308785,0.137029082,-11.57643882,5.43E-31,6.37E-30
ENSG00000140287.11,17.71679664,-4.303524042,0.265266701,-16.22338583,3.45E-59,1.50E-57
ENSG00000140459.18,59.73725817,-2.00683591,0.170930128,-11.74067984,7.89E-32,9.57E-31
ENSG00000140481.15,36.49113856,-4.481515865,0.236760251,-18.92849766,6.64E-80,5.96E-78
ENSG00000140506.17,0.769920972,-1.403451496,0.272213707,-5.155697386,2.53E-07,6.39E-07
ENSG00000140522.12,297.0737308,-1.376008479,0.155411747,-8.85395411,8.45E-19,4.92E-18
ENSG00000140527.15,64.27286836,-1.297787197,0.10011828,-12.96253991,2.00E-38,3.38E-37
ENSG00000140563.15,27.97622415,-1.182703383,0.176794309,-6.689714107,2.24E-11,7.80E-11
ENSG00000140575.13,4218.02358,-1.335184426,0.087476011,-15.26343519,1.34E-52,4.32E-51
ENSG00000140743.8,609.9250279,-1.040882757,0.072068561,-14.44295185,2.78E-47,7.09E-46
ENSG00000140835.10,2.47814529,-1.593534181,0.253543562,-6.285050866,3.28E-10,1.04E-09
ENSG00000140839.11,99.8035236,-1.96641174,0.1425201,-13.79743443,2.64E-43,5.69E-42
ENSG00000140873.16,61.07959484,-2.36814526,0.250151103,-9.466859144,2.88E-21,1.96E-20
ENSG00000141198.16,169.7816112,-2.818121792,0.135901794,-20.73645763,1.62E-95,2.62E-93
ENSG00000141293.16,12.89508469,-1.223391198,0.169096004,-7.234891232,4.66E-13,1.84E-12
ENSG00000141294.10,117.1708264,-1.711156262,0.103992857,-16.4545558,7.78E-61,3.62E-59
ENSG00000141371.13,3.595985263,-1.543858507,0.151524299,-10.18885101,2.22E-24,1.80E-23
ENSG00000141401.12,197.4263123,-1.048405026,0.086812586,-12.07664786,1.40E-33,1.88E-32
ENSG00000141448.11,12.19723474,-1.090453936,0.230568122,-4.729421943,2.25E-06,5.25E-06
ENSG00000141485.17,208.3967627,-1.981100886,0.229188063,-8.643996826,5.43E-18,3.00E-17
ENSG00000141519.15,690.7266591,-1.288027048,0.110269665,-11.68070158,1.60E-31,1.92E-30
ENSG00000141639.12,6477.27412,-1.100392217,0.114321603,-9.625409271,6.25E-22,4.41E-21
ENSG00000141736.14,2172.690289,-1.23733884,0.063007095,-19.63808741,7.31E-86,8.17E-84
ENSG00000141738.14,9.199816626,-1.650773937,0.187557652,-8.801421443,1.35E-18,7.77E-18
ENSG00000141744.4,129.9239255,-2.154937094,0.188772503,-11.4155243,3.50E-30,3.96E-29
ENSG00000141756.19,5027.127055,-1.14273756,0.100549011,-11.36498064,6.25E-30,6.96E-29
ENSG00000142025.16,0.448139791,-1.044083583,0.371967115,-2.806924434,0.005001697,0.008162086
ENSG00000142089.16,6708.327297,-1.463253383,0.11319977,-12.92629288,3.20E-38,5.36E-37
ENSG00000142173.16,2314.021128,-2.732351317,0.15536874,-17.58623592,3.14E-69,1.99E-67
ENSG00000142227.11,931.0292411,-3.819565361,0.141505253,-26.99239272,1.82E-160,1.65E-157
ENSG00000142449.13,325.6874119,-1.495721754,0.184059308,-8.126303242,4.43E-16,2.16E-15
ENSG00000142484.7,0.638130729,-1.585956785,0.356027114,-4.454595515,8.41E-06,1.86E-05
ENSG00000142494.13,214.504952,-1.925327834,0.138028304,-13.94879002,3.20E-44,7.26E-43
NA.21,NA,NA,NA,NA,NA,NA
ENSG00000142611.17,794.2024632,-1.090970198,0.116649676,-9.352535139,8.56E-21,5.67E-20
ENSG00000142621.19,98.7374715,-2.252889308,0.12999645,-17.33039101,2.77E-67,1.63E-65
ENSG00000142623.11,7.450286628,-2.239622766,0.198938263,-11.25787834,2.12E-29,2.29E-28
ENSG00000142627.13,452.6235933,-1.691652184,0.116940483,-14.46592442,1.99E-47,5.14E-46
ENSG00000142661.19,8.805279042,-1.361817335,0.222495494,-6.120651304,9.32E-10,2.86E-09
ENSG00000142677.4,5.544365386,-1.718247438,0.181782973,-9.452191301,3.32E-21,2.26E-20
NA.22,NA,NA,NA,NA,NA,NA
NA.23,NA,NA,NA,NA,NA,NA
ENSG00000142700.12,179.7251845,-5.00829564,0.186185131,-26.8995467,2.22E-159,1.91E-156
ENSG00000142733.17,895.6739651,-1.108276078,0.085905868,-12.90105206,4.44E-38,7.35E-37
ENSG00000142765.18,42.60766196,-1.16992294,0.13436672,-8.70693981,3.12E-18,1.75E-17
ENSG00000142798.20,1874.258899,-1.602905889,0.144889524,-11.06295227,1.90E-28,1.96E-27
ENSG00000142945.13,378.9343264,-1.206995702,0.164523332,-7.336319327,2.20E-13,8.91E-13
ENSG00000142959.5,49.75575942,-2.110667994,0.118187804,-17.85859382,2.48E-71,1.69E-69
ENSG00000143001.5,3.526140214,-2.347290206,0.218814082,-10.727327,7.58E-27,7.15E-26
ENSG00000143032.8,1.928638421,-2.361956269,0.304671011,-7.752481156,9.01E-15,4.03E-14
ENSG00000143036.17,523.2149242,-1.003609602,0.114348794,-8.776739746,1.68E-18,9.61E-18
ENSG00000143107.10,33.63234801,-2.764057673,0.161280575,-17.13819329,7.70E-66,4.20E-64
ENSG00000143167.12,6.48807317,-1.026288345,0.15577832,-6.588133348,4.45E-11,1.52E-10
ENSG00000143184.5,2.966537109,-1.222479857,0.194537957,-6.284017136,3.30E-10,1.05E-09
ENSG00000143185.4,2.392145356,-1.064671914,0.247006688,-4.310295897,1.63E-05,3.52E-05
ENSG00000143194.13,110.5878101,-1.37117963,0.108361737,-12.65372509,1.07E-36,1.66E-35
ENSG00000143297.19,2.422458257,-1.085058108,0.302280948,-3.589568298,0.000331226,0.00062122
ENSG00000143333.7,670.4694001,-1.649644957,0.155487267,-10.60951796,2.69E-26,2.46E-25
ENSG00000143365.19,17.69862724,-1.868088978,0.165667898,-11.27610724,1.72E-29,1.87E-28
ENSG00000143382.15,196.8574532,-1.664346793,0.104521779,-15.92344499,4.36E-57,1.70E-55
ENSG00000143387.14,650.0657613,-1.046228432,0.118155915,-8.854642917,8.40E-19,4.89E-18
ENSG00000143416.21,1257.555083,-1.334278628,0.131042691,-10.18201486,2.39E-24,1.93E-23
ENSG00000143479.17,493.1528834,-1.085747776,0.085442133,-12.70740479,5.38E-37,8.49E-36
ENSG00000143507.18,436.8959135,-1.183293791,0.10283032,-11.50724604,1.21E-30,1.40E-29
ENSG00000143554.14,726.4992744,-1.461322741,0.084730324,-17.24675038,1.18E-66,6.71E-65
ENSG00000143845.15,547.0456468,-1.759478577,0.101161222,-17.39281663,9.35E-68,5.61E-66
ENSG00000143851.15,141.0388925,-1.435768963,0.156319653,-9.18482697,4.12E-20,2.62E-19
ENSG00000143891.17,461.7061251,-1.064765025,0.084838893,-12.55043515,3.95E-36,6.00E-35
ENSG00000143919.15,332.0174563,-1.045077042,0.060752556,-17.20219051,2.56E-66,1.42E-64
ENSG00000143995.20,771.7281136,-1.394689741,0.072547923,-19.22439231,2.31E-82,2.33E-80
ENSG00000144031.12,66.88546624,-2.125228793,0.087038127,-24.41721658,1.12E-131,4.95E-129
ENSG00000144063.4,5.173301156,-1.129278338,0.160304843,-7.044567824,1.86E-12,7.04E-12
ENSG00000144115.17,464.65308,-1.538231304,0.151743232,-10.13706694,3.78E-24,3.03E-23
ENSG00000144152.13,259.93502,-2.276509521,0.167142511,-13.62017061,3.04E-42,6.27E-41
ENSG00000144191.12,889.7850832,-2.544601475,0.179192999,-14.2003398,9.12E-46,2.18E-44
ENSG00000144199.12,418.3329415,-1.312835069,0.124627373,-10.53408283,6.02E-26,5.34E-25
ENSG00000144355.15,275.146722,-1.445844204,0.205830008,-7.024457792,2.15E-12,8.09E-12
ENSG00000144452.15,37.071741,-1.496938931,0.104950178,-14.26332916,3.70E-46,9.01E-45
ENSG00000144481.17,150.7501594,-3.965897651,0.274546438,-14.44527083,2.68E-47,6.88E-46
ENSG00000144488.15,25.58202538,-3.317762902,0.156339152,-21.22157405,6.04E-100,1.22E-97
ENSG00000144645.14,287.4644767,-1.581125826,0.120771379,-13.09189183,3.66E-39,6.55E-38
ENSG00000144649.9,642.6199905,-1.0645042,0.114422339,-9.303290008,1.36E-20,8.90E-20
ENSG00000144681.10,142.9638214,-5.06420568,0.158072865,-32.03716006,3.31E-225,2.70E-221
ENSG00000144771.8,2.439798951,-1.476695491,0.225789235,-6.54015011,6.15E-11,2.07E-10
NA.24,NA,NA,NA,NA,NA,NA
ENSG00000144802.11,285.7938711,-1.197122705,0.107921262,-11.09255661,1.36E-28,1.42E-27
ENSG00000144810.16,430.9411671,-3.850130973,0.196274444,-19.61605853,1.13E-85,1.24E-83
ENSG00000144843.11,338.7201636,-1.166226435,0.085757255,-13.59915771,4.05E-42,8.28E-41
ENSG00000144852.19,9.900775889,-1.478434227,0.114571147,-12.90407112,4.27E-38,7.09E-37
ENSG00000144891.18,12.94233433,-1.80027379,0.146549018,-12.28444803,1.10E-34,1.56E-33
ENSG00000144908.14,6035.304991,-1.222898662,0.117255237,-10.42937349,1.82E-25,1.57E-24
ENSG00000145040.4,5.166053544,-1.193973336,0.192512298,-6.202062648,5.57E-10,1.74E-09
ENSG00000145147.20,658.1343064,-1.045367343,0.181842869,-5.748739825,8.99E-09,2.56E-08
ENSG00000145242.13,502.7762822,-1.104613006,0.184267582,-5.994613899,2.04E-09,6.12E-09
ENSG00000145247.12,491.5575955,-2.730138188,0.13122094,-20.80565936,3.85E-96,6.40E-94
ENSG00000145248.7,224.1870392,-1.594304714,0.148266085,-10.75299661,5.74E-27,5.45E-26
NA.25,NA,NA,NA,NA,NA,NA
ENSG00000145358.6,274.4133378,-3.73720181,0.200285709,-18.65935333,1.06E-77,9.10E-76
ENSG00000145365.11,181.1150228,-1.121290706,0.089749893,-12.49350462,8.10E-36,1.21E-34
ENSG00000145386.11,279.8458477,-1.111764985,0.142961851,-7.776654952,7.45E-15,3.35E-14
ENSG00000145390.11,1312.08221,-1.006472832,0.089916737,-11.19338698,4.39E-29,4.67E-28
ENSG00000145491.12,49.0746544,-3.42299287,0.19301394,-17.73443345,2.27E-70,1.46E-68
ENSG00000145623.13,1223.288485,-2.069781247,0.111738061,-18.52351134,1.33E-76,1.08E-74
ENSG00000145649.8,33.79604322,-1.372140775,0.20676783,-6.636142467,3.22E-11,1.11E-10
ENSG00000145703.16,806.1323864,-1.443581129,0.163092045,-8.851327674,8.65E-19,5.03E-18
ENSG00000145779.8,135.8767251,-1.31085053,0.128297341,-10.21728524,1.66E-24,1.35E-23
ENSG00000145794.17,1959.005431,-1.633378756,0.125789394,-12.98502767,1.49E-38,2.54E-37
ENSG00000145824.13,2130.99236,-2.355605068,0.200061273,-11.77441804,5.29E-32,6.48E-31
ENSG00000145826.9,1.002462815,-1.163066899,0.29200002,-3.983105545,6.80E-05,0.000137926
ENSG00000145861.9,78.92690612,-1.214204404,0.102439312,-11.85291447,2.08E-32,2.62E-31
ENSG00000145936.9,375.3811231,-1.072594807,0.13799648,-7.772624405,7.69E-15,3.45E-14
ENSG00000145945.7,456.8841627,-1.53580645,0.116530919,-13.17939022,1.15E-39,2.12E-38
ENSG00000146013.11,7.880378829,-1.347807856,0.173147803,-7.784146437,7.02E-15,3.16E-14
ENSG00000146038.12,89.66916366,-2.349955698,0.144620297,-16.24914171,2.27E-59,9.96E-58
ENSG00000146049.2,0.333654907,-1.445470008,0.319860061,-4.519070009,6.21E-06,1.39E-05
ENSG00000146166.17,2.66771458,-1.705832064,0.226567375,-7.529027783,5.11E-14,2.16E-13
ENSG00000146205.14,77.7152011,-1.110476227,0.100642194,-11.03390322,2.62E-28,2.69E-27
ENSG00000146233.8,76.84869368,-1.527297423,0.095646294,-15.96818184,2.13E-57,8.51E-56
ENSG00000146242.9,223.6152216,-1.0077656,0.156201813,-6.451689538,1.11E-10,3.65E-10
ENSG00000146276.12,1.837001868,-1.812794246,0.249022734,-7.279633537,3.35E-13,1.34E-12
ENSG00000146285.14,21.80508213,-2.275302691,0.180707145,-12.5911053,2.36E-36,3.61E-35
ENSG00000146376.11,655.496966,-1.414090457,0.096446825,-14.66186634,1.13E-48,3.08E-47
ENSG00000146386.8,291.4381178,-1.165141649,0.077944778,-14.94829645,1.60E-50,4.67E-49
ENSG00000146521.10,7.427080579,-1.52318929,0.146495564,-10.39751135,2.54E-25,2.17E-24
ENSG00000146530.14,6.88957742,-2.268926419,0.235411969,-9.638109864,5.52E-22,3.91E-21
ENSG00000146618.3,0.283511013,-1.398043812,0.457934446,-3.052934376,0.002266155,0.003861812
ENSG00000146648.19,37886.35029,-2.445131466,0.142167974,-17.19889081,2.71E-66,1.50E-64
ENSG00000146674.15,3761.17168,-1.671091779,0.171467668,-9.745812716,1.92E-22,1.40E-21
ENSG00000146700.9,126.8721573,-1.034323502,0.081075447,-12.75754303,2.83E-37,4.53E-36
ENSG00000146858.8,56.58435894,-1.507866378,0.1302594,-11.57587378,5.46E-31,6.41E-30
ENSG00000146904.9,36.73303055,-1.096754879,0.104078426,-10.53777349,5.79E-26,5.15E-25
ENSG00000146966.13,5063.370189,-1.314676424,0.07387334,-17.79635818,7.54E-71,4.96E-69
ENSG00000147036.12,216.3384749,-1.294672584,0.158327972,-8.177156384,2.91E-16,1.44E-15
ENSG00000147065.17,10075.45655,-2.110730537,0.092880727,-22.72517245,2.53E-114,8.41E-112
ENSG00000147138.3,11.58861222,-1.706396441,0.229902725,-7.422254101,1.15E-13,4.76E-13
ENSG00000147168.13,35.33335129,-1.214936638,0.145351525,-8.358609526,6.35E-17,3.29E-16
ENSG00000147183.10,0.366725849,-2.199149238,0.606168617,-3.627949674,0.000285681,0.00053952
ENSG00000147434.9,12.12214481,-2.091303575,0.216859843,-9.643572285,5.23E-22,3.71E-21
ENSG00000147485.13,44.44155695,-1.300000666,0.132194077,-9.834031123,8.03E-23,5.96E-22
ENSG00000147869.5,4.644886846,-2.908209742,0.284637111,-10.21725428,1.66E-24,1.35E-23
ENSG00000148204.12,1846.281569,-1.85068563,0.14355806,-12.89154809,5.02E-38,8.29E-37
ENSG00000148482.12,533.3085222,-1.353792917,0.18813218,-7.195966776,6.20E-13,2.43E-12
NA.26,NA,NA,NA,NA,NA,NA
ENSG00000148702.15,21.61692263,-2.242591677,0.163560232,-13.711106,8.71E-43,1.83E-41
ENSG00000148848.14,350.3438326,-3.244047664,0.146155441,-22.19587345,3.76E-109,1.04E-106
ENSG00000148926.10,443.4407349,-1.584825095,0.182862336,-8.666766122,4.45E-18,2.47E-17
ENSG00000149090.12,1480.544265,-1.768992847,0.135070451,-13.09681598,3.43E-39,6.15E-38
ENSG00000149124.11,2.84184862,-1.695343986,0.196268008,-8.637902874,5.73E-18,3.16E-17
ENSG00000149131.17,4142.573385,-2.210253195,0.13611777,-16.23780057,2.73E-59,1.20E-57
ENSG00000149201.10,84.83147708,-1.568954415,0.105826695,-14.82569601,9.99E-50,2.82E-48
ENSG00000149257.16,2144.309331,-1.693256382,0.107153746,-15.80212021,3.01E-56,1.13E-54
ENSG00000149292.17,182.8974095,-2.36549273,0.106234417,-22.26672674,7.77E-110,2.22E-107
ENSG00000149451.18,281.9798568,-2.643417727,0.133284516,-19.83289444,1.55E-87,1.82E-85
ENSG00000149573.9,97.79496539,-1.140963202,0.165330562,-6.901102775,5.16E-12,1.89E-11
ENSG00000149635.3,1.801975033,-2.726054234,0.208904189,-13.04930383,6.41E-39,1.13E-37
ENSG00000149948.14,41.69370438,-5.050562485,0.306674777,-16.46878997,6.15E-61,2.87E-59
NA.27,NA,NA,NA,NA,NA,NA
ENSG00000150281.7,185.3673086,-1.805470182,0.104247048,-17.31914917,3.37E-67,1.97E-65
ENSG00000150457.9,417.8076445,-1.683922306,0.088711536,-18.98199926,2.40E-80,2.22E-78
ENSG00000150667.8,62.2400853,-1.350909656,0.084892402,-15.91319866,5.13E-57,2.00E-55
ENSG00000150722.10,196.7355251,-1.771772718,0.129125133,-13.72136219,7.56E-43,1.60E-41
ENSG00000150773.11,121.0238901,-1.099730661,0.080588079,-13.64631936,2.12E-42,4.41E-41
ENSG00000150873.12,183.6251241,-2.53195274,0.17898225,-14.14639012,1.97E-45,4.64E-44
ENSG00000150893.11,909.5634586,-1.885545295,0.183013141,-10.30278639,6.84E-25,5.68E-24
ENSG00000150961.15,791.9560471,-1.123563609,0.078119701,-14.38258967,6.66E-47,1.67E-45
ENSG00000151224.13,4.255624813,-1.780328392,0.197123527,-9.031536798,1.69E-19,1.03E-18
ENSG00000151364.17,21.04994576,-1.316105082,0.095084284,-13.84145759,1.43E-43,3.14E-42
ENSG00000151725.12,345.6231903,-1.25007131,0.154938815,-8.068161019,7.14E-16,3.44E-15
ENSG00000151773.13,57.29803396,-1.451687127,0.124610707,-11.64977847,2.30E-31,2.74E-30
ENSG00000151789.12,439.7948389,-1.100483274,0.171595663,-6.413234769,1.42E-10,4.67E-10
ENSG00000151790.9,42.06694121,-1.061214541,0.160499408,-6.611952978,3.79E-11,1.30E-10
ENSG00000151812.15,12.39783097,-1.374170452,0.177198732,-7.754967749,8.84E-15,3.95E-14
ENSG00000151834.16,1343.882925,-1.008598239,0.210838599,-4.783745697,1.72E-06,4.06E-06
ENSG00000151838.12,4.057624026,-2.268912253,0.165830179,-13.68214321,1.30E-42,2.71E-41
ENSG00000151882.11,34.70151857,-1.557752601,0.161361578,-9.653801232,4.74E-22,3.38E-21
ENSG00000151962.8,9.768364682,-2.102690265,0.218679854,-9.615381712,6.89E-22,4.84E-21
ENSG00000152049.6,492.7796982,-1.75683131,0.136838487,-12.8387221,9.95E-38,1.62E-36
ENSG00000152056.17,51.5625524,-1.482267856,0.083059188,-17.84592288,3.11E-71,2.10E-69
ENSG00000152086.9,2.404561444,-1.160199934,0.15584328,-7.444658057,9.72E-14,4.03E-13
ENSG00000152104.12,1042.09744,-1.071335775,0.083666404,-12.80485023,1.54E-37,2.49E-36
ENSG00000152207.7,206.8569755,-1.092173474,0.105024361,-10.39923942,2.50E-25,2.13E-24
ENSG00000152580.8,62.50188668,-1.043809517,0.139046355,-7.50691753,6.05E-14,2.55E-13
ENSG00000152582.14,244.0698854,-1.750614525,0.144087941,-12.14962555,5.76E-34,7.86E-33
ENSG00000152592.14,2.241649511,-1.482100893,0.203532561,-7.281885919,3.29E-13,1.32E-12
ENSG00000152611.12,41.16296079,-3.563913249,0.280037614,-12.72655199,4.21E-37,6.70E-36
ENSG00000152661.9,30833.45233,-1.053867504,0.144707511,-7.282742267,3.27E-13,1.31E-12
ENSG00000152669.9,63.08908404,-1.261812157,0.203031304,-6.214865057,5.14E-10,1.61E-09
ENSG00000152760.10,259.6296275,-4.391300507,0.21313358,-20.60351309,2.55E-94,3.93E-92
ENSG00000152763.17,282.5645639,-1.950641748,0.120473765,-16.19142343,5.80E-59,2.50E-57
ENSG00000152779.14,25.18468266,-1.676853637,0.176301003,-9.511310832,1.88E-21,1.29E-20
ENSG00000152953.13,528.1078721,-1.389697415,0.153132181,-9.075149341,1.14E-19,6.99E-19
ENSG00000153064.12,51.94541202,-2.516470603,0.149509539,-16.83150534,1.43E-63,7.38E-62
ENSG00000153246.13,144.230445,-2.158968789,0.132595611,-16.28235482,1.32E-59,5.87E-58
ENSG00000153250.20,1117.5578,-1.051949974,0.084944981,-12.38389791,3.19E-35,4.66E-34
ENSG00000153283.13,28.57827182,-1.61144467,0.179548253,-8.974994981,2.83E-19,1.69E-18
ENSG00000153347.10,81.35662872,-3.740149271,0.275578562,-13.57198921,5.87E-42,1.20E-40
ENSG00000153404.14,103.9649863,-2.397997636,0.203648247,-11.7751941,5.24E-32,6.43E-31
ENSG00000153446.16,566.4099382,-1.714112477,0.136328007,-12.57344338,2.96E-36,4.49E-35
ENSG00000153563.16,84.07254582,-1.427610872,0.155417678,-9.185640225,4.09E-20,2.60E-19
ENSG00000153789.13,13.80255954,-5.791573881,0.286584332,-20.20896903,8.16E-91,1.08E-88
ENSG00000153790.12,241.6185682,-1.4339849,0.104157254,-13.76749906,4.00E-43,8.55E-42
ENSG00000153822.14,3209.061089,-1.019155219,0.163768733,-6.223136718,4.87E-10,1.53E-09
ENSG00000153898.13,44.72854486,-1.376065566,0.17568454,-7.832593401,4.78E-15,2.18E-14
